reading_score,listening_score,writing_score,speaking_score,age,gap_year,marital_status,visa_type,label
6.0,7.2,5.7,6.8,29,4,married,STUDENT,0
6.4,6.2,5.3,7.5,36,5,married,STUDENT,0
7.2,6.2,6.9,6.5,19,4,married,WORK,0
6.9,6.4,6.4,6.4,24,1,single,DEPENDENT,0
5.8,6.2,7.7,6.2,53,6,married,STUDENT,0
6.0,6.4,7.9,5.0,24,2,single,STUDENT,1
7.5,5.8,6.6,6.3,22,3,married,STUDENT,0
7.5,6.5,7.8,7.5,39,4,single,STUDENT,0
7.5,8.5,5.8,6.2,55,0,single,WORK,1
6.5,5.9,5.7,6.0,35,5,single,STUDENT,0
6.2,6.0,7.9,6.0,44,6,married,STUDENT,0
6.4,5.4,4.6,6.5,20,0,married,WORK,0
5.0,7.6,4.4,6.6,21,4,divorced,STUDENT,0
5.6,7.4,6.8,6.8,40,3,single,DEPENDENT,0
6.4,6.6,5.9,6.2,18,2,married,STUDENT,1
5.7,7.2,6.5,7.2,53,3,married,WORK,1
7.2,6.9,7.1,7.7,50,4,married,STUDENT,0
5.6,6.7,6.7,5.6,48,3,single,WORK,0
4.1,5.2,5.2,7.8,57,3,married,STUDENT,0
6.9,4.1,7.6,6.8,28,5,single,STUDENT,0
6.8,7.1,6.7,6.6,33,0,married,WORK,1
6.9,4.9,4.8,5.4,36,4,married,WORK,0
8.6,6.8,6.5,6.7,41,7,single,WORK,0
7.6,6.2,5.4,6.3,52,5,married,WORK,0
5.3,6.4,6.5,5.5,31,4,single,DEPENDENT,0
6.6,4.9,6.5,6.0,37,5,divorced,WORK,0
6.1,7.3,6.3,7.0,21,1,married,STUDENT,1
6.1,4.4,8.0,7.6,24,2,married,STUDENT,1
7.7,8.2,5.8,6.9,49,0,single,WORK,1
5.2,7.0,7.1,6.2,54,4,single,WORK,0
6.2,6.9,6.0,8.1,42,5,single,STUDENT,0
7.5,4.9,6.3,5.1,19,6,single,WORK,0
8.4,6.1,6.0,5.8,18,4,single,STUDENT,0
5.9,5.9,5.7,5.5,27,6,single,STUDENT,0
5.9,6.0,6.5,5.7,26,0,single,WORK,0
7.6,8.2,6.3,6.0,59,3,divorced,WORK,1
5.9,5.7,6.3,8.1,31,6,married,WORK,0
8.7,5.9,5.4,7.0,50,0,single,STUDENT,1
5.8,6.3,5.7,6.4,36,0,single,DEPENDENT,0
8.3,7.4,5.8,8.4,51,1,single,WORK,1
4.9,5.5,6.3,6.4,36,2,single,STUDENT,0
6.5,6.9,6.7,7.5,28,4,divorced,STUDENT,0
4.9,6.3,7.1,5.9,39,4,married,DEPENDENT,1
7.1,5.6,5.5,7.8,39,5,married,WORK,0
5.2,8.3,4.4,6.9,57,6,married,WORK,0
6.0,8.9,7.4,6.0,48,5,married,STUDENT,0
6.7,7.4,7.2,5.7,50,2,married,STUDENT,1
6.4,6.3,5.2,5.3,19,5,single,STUDENT,0
5.7,6.2,6.7,6.5,51,6,single,STUDENT,0
6.9,5.1,6.1,6.5,26,3,single,STUDENT,0
5.5,8.2,4.2,7.5,56,5,single,DEPENDENT,0
5.7,6.6,6.9,6.3,26,6,married,STUDENT,0
7.9,5.7,6.8,7.5,59,5,single,WORK,0
8.4,7.6,5.3,7.2,45,5,married,STUDENT,0
5.9,7.5,5.6,6.1,32,7,married,WORK,0
5.8,6.0,5.7,7.2,45,0,single,STUDENT,1
7.2,8.3,5.5,6.3,27,0,single,WORK,1
5.6,8.5,5.7,6.1,18,5,married,DEPENDENT,1
6.3,6.0,7.0,5.9,39,2,single,STUDENT,1
6.3,5.2,6.1,6.7,20,1,married,DEPENDENT,1
8.9,6.1,5.7,6.2,56,4,single,STUDENT,0
7.5,6.0,5.3,6.6,35,2,single,STUDENT,1
7.6,4.7,6.4,5.8,34,2,single,STUDENT,1
6.1,7.7,5.6,4.0,27,7,single,STUDENT,0
5.9,6.0,6.0,6.5,30,5,married,STUDENT,0
5.7,8.0,7.2,5.7,47,0,married,STUDENT,1
7.2,5.8,5.3,7.6,48,0,single,STUDENT,1
4.9,5.4,5.2,6.8,31,5,married,DEPENDENT,1
5.8,7.7,7.2,5.8,51,6,married,STUDENT,0
5.3,6.7,6.8,5.2,49,6,married,WORK,0
5.0,6.0,6.8,7.4,30,1,married,STUDENT,1
4.3,6.0,4.8,5.7,33,5,single,STUDENT,0
6.8,7.4,6.4,6.8,32,0,married,STUDENT,1
9.0,7.4,8.0,7.0,43,0,single,WORK,1
6.4,4.7,7.4,7.1,31,3,single,WORK,0
7.5,6.8,5.5,7.2,34,5,single,WORK,0
6.4,5.2,6.2,6.2,49,6,single,STUDENT,0
4.4,5.9,6.4,7.1,42,7,single,DEPENDENT,0
6.2,6.5,7.6,7.1,48,1,single,WORK,1
6.8,4.8,7.0,6.3,23,4,married,DEPENDENT,1
6.0,4.8,6.4,6.2,32,4,single,STUDENT,0
7.3,6.7,6.7,7.5,33,4,married,STUDENT,0
5.5,5.5,6.4,6.5,18,6,single,DEPENDENT,0
6.9,5.3,6.0,6.6,19,0,single,STUDENT,1
7.7,6.8,8.6,7.6,36,0,single,WORK,1
7.1,6.5,5.9,6.9,46,0,single,DEPENDENT,0
8.6,5.3,5.8,6.4,45,6,single,STUDENT,0
7.0,5.5,7.2,6.8,50,1,married,DEPENDENT,1
6.4,4.9,6.1,5.7,57,2,single,STUDENT,0
7.8,5.9,7.5,6.0,56,2,single,STUDENT,1
5.1,6.5,7.0,5.7,59,0,single,WORK,0
6.2,5.2,5.5,6.2,45,2,single,WORK,0
8.1,6.9,7.6,6.9,38,7,married,DEPENDENT,1
6.7,6.3,6.8,5.8,31,7,married,STUDENT,0
6.0,6.8,6.5,7.0,23,0,married,STUDENT,1
7.4,2.9,5.8,6.3,42,3,single,DEPENDENT,0
5.3,7.1,6.8,7.1,42,2,single,DEPENDENT,0
6.7,5.0,9.0,4.0,40,0,married,DEPENDENT,1
6.5,7.1,7.4,6.6,36,1,single,WORK,1
5.0,5.7,6.0,5.4,47,6,single,WORK,0
5.8,5.6,5.3,5.5,25,3,single,STUDENT,0
5.3,6.7,5.8,7.5,22,2,single,STUDENT,1
6.6,4.3,5.1,4.9,52,5,married,DEPENDENT,0
5.5,8.0,6.6,6.3,43,4,single,WORK,0
5.8,6.0,6.0,6.4,31,1,single,STUDENT,1
6.9,6.8,6.7,7.3,31,7,single,STUDENT,0
5.1,7.8,6.5,6.5,22,7,married,STUDENT,0
6.3,5.3,6.3,5.9,31,2,single,DEPENDENT,0
7.3,6.8,5.7,7.5,53,6,single,WORK,0
8.2,7.1,6.7,6.2,46,0,married,WORK,1
4.4,8.4,5.1,5.8,48,1,married,DEPENDENT,1
7.1,7.3,5.5,6.2,31,7,married,STUDENT,0
6.9,5.4,7.4,6.6,50,7,married,STUDENT,0
7.5,5.1,6.9,8.0,31,1,single,STUDENT,1
5.9,6.9,6.2,6.3,52,1,single,STUDENT,1
6.5,4.5,4.2,6.6,23,4,single,STUDENT,0
7.3,5.6,4.9,5.8,40,6,married,WORK,0
5.8,6.4,7.9,6.0,47,4,single,STUDENT,0
4.9,7.1,6.2,7.2,56,1,married,STUDENT,1
5.8,7.1,6.4,7.6,42,0,single,STUDENT,1
6.7,5.8,4.5,6.6,42,0,single,WORK,0
5.6,6.5,6.2,5.5,58,5,single,STUDENT,0
6.4,5.1,6.9,5.9,39,2,single,STUDENT,1
6.2,7.0,5.9,6.3,19,7,single,STUDENT,0
7.3,6.5,4.0,6.1,30,3,married,STUDENT,0
7.5,6.8,5.5,6.3,21,3,single,STUDENT,0
7.8,6.6,4.3,8.3,19,4,single,WORK,0
6.0,6.9,7.3,5.3,25,6,single,DEPENDENT,0
6.2,6.8,6.5,6.1,37,5,single,STUDENT,0
6.6,5.4,7.6,5.7,51,0,single,WORK,0
6.3,7.4,5.2,6.4,18,6,married,STUDENT,0
6.3,7.7,4.5,5.9,33,7,married,WORK,0
6.1,5.3,5.6,3.5,43,7,married,WORK,0
7.0,5.7,3.9,5.8,56,6,single,DEPENDENT,0
5.8,8.6,6.2,6.7,44,1,married,DEPENDENT,1
5.8,6.1,7.6,8.4,22,6,single,STUDENT,0
6.3,6.6,7.0,7.5,57,4,married,STUDENT,0
5.9,6.1,6.8,6.2,18,2,single,STUDENT,1
5.0,6.5,8.1,5.0,33,3,married,DEPENDENT,1
6.1,5.2,6.2,6.4,35,1,single,WORK,0
6.8,7.6,6.7,6.3,43,2,single,STUDENT,1
6.6,6.4,5.9,7.5,41,2,single,DEPENDENT,0
6.3,7.4,6.6,6.0,55,5,single,STUDENT,0
6.6,5.7,6.3,6.4,57,3,married,WORK,0
5.9,7.8,7.0,8.0,18,3,married,STUDENT,0
6.0,5.9,6.9,4.9,47,0,single,STUDENT,0
6.7,7.5,8.7,7.6,43,4,married,STUDENT,0
6.0,7.6,7.2,7.7,46,0,single,STUDENT,1
5.1,7.5,8.9,7.0,51,3,single,WORK,1
6.9,5.7,6.7,7.7,35,1,single,WORK,1
6.1,8.8,6.4,6.3,40,2,single,WORK,1
5.7,5.7,7.7,5.5,25,5,married,DEPENDENT,1
6.1,6.1,7.1,6.5,26,6,single,WORK,0
5.9,9.0,6.2,5.6,53,4,divorced,STUDENT,0
5.3,7.1,7.6,6.2,19,4,married,WORK,0
7.3,6.4,6.6,5.7,49,0,single,STUDENT,1
5.7,6.5,7.9,7.8,21,1,married,STUDENT,1
5.5,6.5,8.0,5.7,48,3,married,WORK,0
5.9,6.3,5.9,6.2,44,0,divorced,DEPENDENT,0
7.3,5.7,6.7,6.8,38,2,single,DEPENDENT,0
6.9,6.4,6.0,7.9,59,1,single,STUDENT,1
6.0,7.0,4.4,8.4,50,7,married,WORK,0
8.2,7.0,9.0,7.2,33,5,single,STUDENT,0
6.0,6.7,7.8,6.5,30,2,single,STUDENT,1
7.0,6.7,6.2,7.3,25,4,married,WORK,0
6.2,6.6,7.9,6.7,46,0,married,STUDENT,1
6.3,6.7,5.5,6.3,44,5,divorced,DEPENDENT,0
7.0,6.4,6.4,6.6,53,5,single,STUDENT,0
7.5,7.8,5.4,6.6,37,0,married,WORK,1
6.7,6.9,6.2,5.6,49,7,married,STUDENT,0
4.4,7.7,7.9,6.9,51,0,divorced,WORK,1
6.1,6.5,4.4,7.4,55,6,divorced,STUDENT,0
5.5,4.1,6.2,5.6,36,6,single,STUDENT,0
6.7,8.7,7.3,6.9,39,6,married,WORK,0
6.0,7.7,5.6,7.4,20,4,married,STUDENT,0
4.8,5.4,5.4,7.0,55,2,married,STUDENT,0
7.1,4.9,7.4,7.5,34,5,divorced,DEPENDENT,0
6.6,5.5,7.2,6.1,49,5,single,DEPENDENT,0
6.9,5.5,6.3,8.2,39,6,single,STUDENT,0
5.6,7.9,5.4,6.0,57,3,married,STUDENT,0
6.4,5.7,6.6,6.4,23,7,married,STUDENT,0
5.3,6.6,6.4,8.4,51,3,single,WORK,1
5.4,8.8,5.8,5.7,51,1,single,STUDENT,1
4.6,6.7,6.9,7.2,18,2,married,STUDENT,1
6.5,7.3,8.1,4.0,18,0,married,WORK,0
7.0,5.8,5.3,8.9,25,3,married,WORK,1
8.0,5.4,4.9,6.7,21,6,single,WORK,0
5.4,7.0,8.1,8.0,34,2,married,WORK,1
6.3,4.3,5.9,4.9,23,5,single,DEPENDENT,0
5.9,5.7,7.4,6.2,52,4,married,DEPENDENT,1
9.0,7.0,6.8,7.6,57,7,single,STUDENT,0
5.9,5.9,6.2,6.4,53,1,single,STUDENT,1
6.0,5.5,6.7,6.7,55,5,single,WORK,0
4.8,6.0,6.1,6.2,23,1,single,STUDENT,0
6.8,6.2,6.8,7.8,46,5,single,WORK,0
6.3,8.0,8.0,6.0,32,4,married,WORK,0
6.2,5.4,5.9,6.6,20,3,married,STUDENT,0
6.6,7.8,4.6,6.7,26,0,single,STUDENT,1
6.3,5.9,6.6,6.5,53,1,divorced,STUDENT,1
8.3,8.5,7.2,6.5,54,2,single,WORK,1
7.2,5.7,8.4,5.6,25,1,married,DEPENDENT,1
6.5,7.6,4.2,6.8,38,5,single,STUDENT,0
8.2,6.4,5.4,4.8,33,7,single,STUDENT,0
6.9,7.6,7.4,5.2,23,5,single,WORK,0
5.1,7.4,7.4,6.6,24,3,single,STUDENT,0
6.0,7.7,6.0,7.2,30,0,married,STUDENT,1
8.1,4.7,6.6,7.2,53,0,married,WORK,1
5.0,7.5,5.6,7.3,59,4,single,WORK,0
4.8,5.7,4.3,6.5,21,1,married,STUDENT,0
5.3,9.0,6.6,7.5,58,5,single,STUDENT,0
7.2,7.6,5.8,7.1,54,7,married,STUDENT,0
5.5,6.0,6.6,6.6,43,5,single,STUDENT,0
4.6,7.7,7.4,6.1,43,6,married,WORK,0
5.4,7.1,7.0,5.0,45,5,single,STUDENT,0
4.9,8.3,6.7,8.1,59,4,married,STUDENT,0
6.4,8.5,6.2,6.7,58,4,divorced,STUDENT,0
6.7,7.0,6.3,7.0,50,3,married,WORK,1
7.7,8.4,6.0,6.6,52,1,single,WORK,1
6.4,6.0,5.6,5.7,24,2,single,WORK,0
6.7,6.8,6.9,6.9,39,1,married,STUDENT,1
7.5,6.0,6.3,6.1,20,3,married,WORK,0
6.2,6.0,7.5,6.1,53,6,single,STUDENT,0
5.2,5.6,5.6,5.3,23,5,single,STUDENT,0
6.1,7.0,8.0,6.7,26,1,married,DEPENDENT,1
6.5,5.4,8.0,6.2,57,5,single,STUDENT,0
6.4,6.4,6.0,7.5,42,5,married,DEPENDENT,1
7.2,6.1,6.2,7.1,25,3,single,STUDENT,0
6.8,6.8,7.0,6.0,44,1,single,STUDENT,1
6.6,5.9,6.4,5.5,56,0,single,STUDENT,1
7.4,5.8,6.1,7.0,59,6,married,WORK,0
6.7,5.3,6.3,6.1,19,3,single,WORK,0
6.7,7.6,6.3,5.5,20,3,married,STUDENT,0
5.1,5.9,8.1,4.6,27,1,single,WORK,0
7.7,7.8,6.6,7.1,33,6,married,WORK,0
6.8,5.0,5.7,4.9,39,6,divorced,STUDENT,0
6.0,6.2,8.6,6.0,52,0,married,WORK,1
4.6,6.1,5.3,6.7,43,6,married,STUDENT,0
7.0,8.5,7.0,7.1,36,3,married,WORK,1
8.1,6.5,5.9,6.4,53,4,married,WORK,0
6.1,5.6,6.9,8.1,28,2,single,STUDENT,1
5.2,6.2,6.4,4.1,18,4,single,STUDENT,0
5.6,5.9,5.3,5.6,54,1,single,STUDENT,0
7.3,8.0,6.4,4.3,51,7,married,STUDENT,0
6.8,7.8,6.1,8.4,48,3,married,DEPENDENT,1
7.3,6.7,6.3,5.9,48,2,married,STUDENT,1
7.6,6.2,6.8,6.1,41,1,married,WORK,1
7.5,7.4,6.0,6.1,22,3,single,STUDENT,0
5.3,7.0,6.0,6.2,21,2,single,WORK,0
5.6,7.4,5.7,6.6,21,1,married,WORK,0
8.2,8.0,7.1,6.5,22,1,single,STUDENT,1
5.2,4.6,7.7,7.7,35,2,single,DEPENDENT,0
7.4,8.6,7.8,7.8,41,1,single,STUDENT,1
7.3,5.4,5.2,7.0,28,7,single,STUDENT,0
6.7,5.0,7.4,6.1,41,3,married,STUDENT,0
7.3,6.8,5.8,6.1,56,5,married,STUDENT,0
6.6,6.7,7.8,6.5,42,1,single,STUDENT,1
8.1,7.4,6.3,8.4,45,4,married,STUDENT,0
6.9,7.3,7.8,5.0,57,1,single,DEPENDENT,0
6.5,4.8,7.5,4.7,34,1,married,WORK,0
6.7,4.5,7.1,7.5,40,5,married,WORK,0
5.5,7.1,6.6,5.5,46,1,single,DEPENDENT,0
6.9,7.2,7.6,7.1,33,0,single,WORK,1
7.2,5.4,7.5,7.9,29,1,single,STUDENT,1
6.5,5.8,5.6,4.8,59,2,married,STUDENT,0
5.2,5.8,7.2,7.1,18,4,married,DEPENDENT,1
5.0,6.3,6.8,6.5,51,7,married,DEPENDENT,1
6.9,5.1,7.3,6.1,41,2,married,WORK,0
5.3,6.1,6.5,5.6,29,5,married,STUDENT,0
7.4,6.6,6.5,5.3,33,7,married,WORK,0
4.9,5.7,7.2,6.1,31,1,married,DEPENDENT,1
8.5,6.2,6.3,7.3,21,6,married,STUDENT,0
3.7,5.1,6.2,5.4,53,6,single,STUDENT,0
7.0,6.9,7.8,7.6,54,5,married,STUDENT,0
5.3,6.3,5.9,7.7,54,4,single,WORK,0
6.7,5.7,6.3,7.6,39,6,single,STUDENT,0
7.6,7.1,6.7,6.1,36,5,married,WORK,0
6.9,5.9,5.6,6.8,34,1,married,STUDENT,1
7.1,5.6,6.0,7.5,29,2,single,WORK,1
8.0,5.9,4.2,5.5,27,2,single,STUDENT,0
5.8,7.7,5.7,5.8,23,4,married,DEPENDENT,1
7.1,5.5,6.3,6.3,38,5,single,WORK,0
6.9,6.2,4.5,6.3,47,0,married,WORK,0
5.7,5.0,5.5,7.1,38,1,married,WORK,0
6.5,7.0,6.2,6.1,56,1,married,DEPENDENT,1
7.3,6.4,7.0,7.5,20,5,single,WORK,0
6.7,6.7,7.7,6.7,35,1,married,WORK,1
5.6,5.9,6.2,8.8,58,5,single,WORK,0
7.0,6.8,6.4,6.3,57,5,married,STUDENT,0
5.7,6.3,7.0,3.4,49,2,single,STUDENT,0
5.2,6.2,7.3,7.7,39,1,single,STUDENT,1
7.5,5.9,6.4,7.3,43,5,single,STUDENT,0
5.6,8.2,8.3,5.4,42,4,single,STUDENT,0
4.9,6.2,6.8,8.3,28,7,single,STUDENT,0
5.5,6.4,7.0,6.3,22,1,single,WORK,0
7.4,6.4,5.6,6.4,36,4,married,WORK,0
6.4,7.2,6.4,4.3,57,5,divorced,WORK,0
6.5,4.9,5.8,5.1,23,7,single,DEPENDENT,0
5.1,5.7,7.3,5.7,57,2,married,STUDENT,0
6.0,6.9,7.0,5.6,24,6,married,STUDENT,0
7.6,6.2,6.1,5.6,39,2,single,STUDENT,1
7.0,7.5,6.2,7.0,22,2,single,WORK,1
7.9,6.5,5.1,6.4,29,7,single,WORK,0
5.5,6.6,6.1,6.5,46,3,single,DEPENDENT,0
5.9,6.3,7.4,5.9,39,2,single,WORK,0
6.2,5.7,8.5,6.2,51,4,married,STUDENT,0
8.1,4.9,6.2,6.4,57,4,married,STUDENT,0
8.2,7.2,7.0,7.1,53,1,married,WORK,1
4.8,8.3,5.4,6.0,20,5,divorced,STUDENT,0
5.9,5.5,5.2,5.6,59,1,married,DEPENDENT,1
6.3,5.7,6.0,5.8,38,7,divorced,DEPENDENT,0
6.7,5.2,7.0,6.3,31,1,single,STUDENT,1
5.8,8.3,8.2,7.5,41,4,single,DEPENDENT,0
6.5,8.7,6.6,7.6,40,2,single,STUDENT,1
7.2,5.8,7.4,8.4,24,4,single,WORK,0
7.0,6.6,8.2,7.8,26,3,single,STUDENT,0
6.6,5.3,6.3,5.0,44,0,single,DEPENDENT,0
5.7,6.1,5.9,7.1,20,5,single,STUDENT,0
6.2,7.6,7.7,6.9,33,2,single,STUDENT,1
6.7,6.2,6.3,4.7,36,7,single,STUDENT,0
6.8,7.9,5.7,7.0,20,3,single,STUDENT,0
7.0,6.4,6.5,6.1,34,4,married,STUDENT,0
6.3,7.6,5.4,6.4,42,7,single,WORK,0
6.2,8.4,8.0,6.0,48,4,married,DEPENDENT,1
7.0,7.5,5.6,6.0,34,3,married,WORK,1
6.0,6.5,7.4,5.6,45,4,single,WORK,0
6.9,6.6,4.4,6.3,30,0,single,STUDENT,1
4.7,7.3,6.9,7.5,38,7,divorced,WORK,0
7.3,7.3,6.3,7.5,28,2,single,STUDENT,1
5.0,7.4,5.7,4.9,33,3,married,WORK,0
7.0,5.4,7.4,7.4,21,2,married,STUDENT,1
6.9,7.9,7.6,6.5,27,5,single,STUDENT,0
7.5,8.0,7.0,6.4,31,5,married,DEPENDENT,1
7.5,5.8,6.7,6.3,55,4,single,STUDENT,0
7.1,7.1,4.1,6.1,45,0,married,STUDENT,1
7.1,5.9,7.0,6.9,58,0,single,WORK,1
7.4,9.0,4.9,7.5,21,1,single,STUDENT,1
4.8,6.5,8.6,7.7,53,2,married,WORK,1
7.2,6.0,6.3,8.0,32,2,married,STUDENT,1
6.0,8.7,5.2,6.7,33,2,single,WORK,1
6.3,7.3,8.4,5.8,23,3,married,STUDENT,0
6.4,6.8,8.0,6.3,49,4,single,STUDENT,0
5.2,6.6,4.4,7.1,59,7,divorced,STUDENT,0
6.6,6.9,6.2,6.8,29,0,married,DEPENDENT,1
9.0,6.0,6.4,5.9,42,0,married,DEPENDENT,1
7.3,5.9,5.2,5.4,21,5,married,WORK,0
4.6,6.1,7.1,6.2,29,7,single,STUDENT,0
7.9,6.3,6.3,7.6,39,6,single,STUDENT,0
7.0,6.6,7.0,7.1,53,6,married,STUDENT,0
8.6,7.4,4.1,7.1,30,5,single,WORK,0
6.6,7.5,5.7,7.4,56,4,single,STUDENT,0
7.5,9.0,5.0,7.1,53,4,single,WORK,0
7.2,8.0,6.8,5.3,37,4,married,WORK,0
5.4,5.3,4.7,6.8,54,1,married,WORK,0
6.2,6.5,7.4,7.0,20,6,single,WORK,0
7.8,7.0,5.3,7.6,55,4,divorced,STUDENT,0
6.7,7.8,7.6,4.4,46,2,single,WORK,1
8.2,5.2,5.2,7.5,25,5,single,DEPENDENT,0
5.9,6.3,6.3,7.4,21,7,single,WORK,0
7.6,6.4,9.0,5.4,41,2,single,WORK,1
5.7,5.6,3.6,6.4,35,4,married,STUDENT,0
5.9,6.7,6.5,6.5,45,3,divorced,STUDENT,0
7.0,5.5,6.0,7.0,37,2,single,STUDENT,1
6.7,5.6,7.7,7.9,53,3,single,STUDENT,0
7.6,5.6,5.8,5.5,19,6,married,STUDENT,0
8.2,8.9,7.2,6.9,47,0,single,DEPENDENT,0
6.7,5.8,5.8,7.1,53,1,single,DEPENDENT,0
5.8,5.8,5.7,6.4,26,7,married,STUDENT,0
7.5,7.2,6.9,6.1,55,2,married,STUDENT,1
5.7,7.0,6.7,4.5,23,4,married,WORK,0
5.8,5.7,7.6,6.9,53,1,single,DEPENDENT,0
5.9,8.2,6.9,5.8,50,6,single,WORK,0
5.7,6.3,6.2,6.7,30,2,married,WORK,0
5.7,6.2,5.0,6.3,39,0,single,STUDENT,0
6.6,5.8,5.8,6.2,49,4,single,WORK,0
6.9,6.5,6.9,6.9,49,2,single,STUDENT,1
8.6,9.0,6.5,5.5,53,2,single,WORK,1
6.9,7.1,7.5,6.9,51,0,single,DEPENDENT,0
6.5,7.1,7.0,7.1,37,7,single,WORK,0
7.1,6.1,6.5,6.5,41,2,single,STUDENT,1
5.7,7.1,5.0,6.5,40,4,single,STUDENT,0
5.1,5.1,5.5,7.5,58,4,married,WORK,0
6.8,5.0,6.9,7.8,37,6,single,STUDENT,0
7.7,6.8,7.8,6.4,28,6,single,STUDENT,0
8.0,6.0,7.1,6.4,22,4,married,STUDENT,0
6.5,4.9,7.8,6.9,38,0,single,DEPENDENT,0
7.4,6.7,6.6,6.9,42,5,married,WORK,0
5.5,6.4,6.9,6.1,38,3,single,WORK,0
7.5,6.2,4.6,6.3,55,2,married,STUDENT,1
4.8,6.6,5.0,5.1,52,3,single,DEPENDENT,0
6.2,7.3,6.9,5.6,19,2,single,WORK,0
7.2,6.3,4.9,5.7,46,5,married,WORK,0
8.1,6.6,7.9,7.3,31,1,married,STUDENT,1
6.6,4.1,7.2,6.6,38,0,married,STUDENT,1
4.6,7.1,7.8,7.8,34,5,married,WORK,0
7.9,4.6,6.2,5.8,41,7,single,STUDENT,0
5.3,7.0,5.4,5.8,40,1,married,WORK,0
6.7,6.6,6.4,5.1,49,3,single,STUDENT,0
5.8,8.2,5.8,6.3,38,3,single,WORK,1
7.6,5.9,5.6,6.5,18,2,single,WORK,0
8.5,7.4,6.8,7.9,27,3,single,DEPENDENT,0
7.2,7.0,7.7,4.3,51,0,single,STUDENT,1
6.4,8.1,6.0,6.6,37,4,single,STUDENT,0
5.2,4.3,7.0,6.1,59,6,single,STUDENT,0
6.3,7.2,6.7,7.0,38,4,married,WORK,0
7.5,8.4,5.8,7.4,39,0,married,WORK,1
6.7,6.1,7.8,5.7,29,4,married,WORK,0
6.9,5.7,4.6,7.2,41,3,single,DEPENDENT,0
5.0,7.9,5.2,6.8,19,2,single,DEPENDENT,0
7.3,5.6,5.8,6.1,39,4,married,DEPENDENT,1
7.0,6.3,7.4,6.0,51,1,single,STUDENT,1
6.3,4.6,5.3,5.3,24,4,married,STUDENT,0
5.8,6.8,6.1,6.0,32,4,single,STUDENT,0
6.8,6.0,6.4,6.5,29,5,single,STUDENT,0
6.8,6.1,5.6,8.1,18,5,married,STUDENT,0
5.9,5.4,7.8,6.2,57,7,married,STUDENT,0
6.2,6.4,7.0,7.3,49,1,married,DEPENDENT,1
6.0,5.9,5.7,5.6,29,1,divorced,WORK,0
7.2,7.3,5.5,5.1,45,3,single,STUDENT,0
5.9,5.2,6.5,5.2,42,3,married,WORK,0
5.2,6.0,6.7,6.2,26,7,married,STUDENT,0
6.9,6.2,5.6,7.7,48,7,married,STUDENT,0
4.3,6.4,7.6,7.9,43,1,single,STUDENT,1
5.7,7.7,6.6,5.0,24,2,single,STUDENT,1
5.3,5.4,8.1,6.0,55,0,single,DEPENDENT,0
6.2,6.3,7.9,7.2,28,6,married,STUDENT,0
6.5,5.5,9.0,6.7,39,4,single,STUDENT,0
7.0,7.0,6.1,5.5,30,4,married,STUDENT,0
5.6,6.2,7.2,7.3,51,5,single,STUDENT,0
6.4,6.2,6.0,7.8,47,3,single,STUDENT,0
4.9,5.8,3.7,5.0,19,4,single,WORK,0
6.6,4.7,6.9,5.6,31,0,single,STUDENT,0
5.2,7.6,5.8,5.9,58,3,married,STUDENT,0
7.0,8.3,8.2,4.9,42,5,single,DEPENDENT,0
6.5,5.1,5.6,5.4,46,6,single,WORK,0
6.4,6.4,7.1,5.8,27,5,single,STUDENT,0
7.9,5.6,6.4,5.6,28,0,single,STUDENT,1
7.3,6.0,5.8,8.5,21,4,single,STUDENT,0
6.7,7.5,3.6,5.2,40,4,married,STUDENT,0
4.8,6.0,6.5,6.7,58,7,married,STUDENT,0
6.2,6.6,5.5,6.6,23,3,married,WORK,0
6.5,7.6,7.4,5.8,53,3,married,STUDENT,0
4.8,6.9,5.8,7.7,23,1,married,DEPENDENT,1
6.0,6.7,5.6,6.3,21,1,single,DEPENDENT,0
7.4,7.0,6.1,5.2,52,5,married,WORK,0
6.6,5.6,6.4,5.5,40,0,married,WORK,0
6.2,7.0,7.4,7.8,55,7,single,DEPENDENT,0
4.6,5.1,7.4,8.2,24,3,divorced,WORK,0
5.0,8.9,6.0,4.1,50,3,married,STUDENT,0
6.6,7.0,5.9,8.4,18,1,single,WORK,0
6.8,6.7,7.9,7.3,26,0,single,WORK,1
5.0,6.2,6.8,7.1,33,6,single,STUDENT,0
5.2,6.7,5.8,5.3,20,6,married,DEPENDENT,1
5.9,5.7,5.5,5.7,31,4,single,STUDENT,0
5.9,8.1,7.4,5.9,20,3,divorced,STUDENT,0
7.9,6.3,6.5,6.5,20,1,single,STUDENT,1
6.4,7.0,6.8,5.8,52,2,single,WORK,1
7.4,6.3,7.8,6.6,26,2,married,STUDENT,1
5.8,6.8,5.7,7.2,41,4,married,STUDENT,0
6.4,5.7,6.6,7.2,40,3,married,STUDENT,0
6.9,7.5,6.1,6.6,30,3,divorced,WORK,1
5.8,4.9,6.8,5.0,27,6,married,STUDENT,0
5.9,6.1,6.1,6.4,47,0,single,STUDENT,1
6.6,5.5,6.4,6.7,27,1,single,WORK,0
7.0,6.0,5.5,6.6,42,3,single,WORK,0
6.8,6.1,6.5,7.0,31,5,single,WORK,0
6.7,6.2,7.7,7.1,42,2,single,DEPENDENT,0
7.0,6.9,7.4,7.0,36,6,divorced,STUDENT,0
8.0,5.5,6.5,5.7,54,5,single,WORK,0
